# 20240201T1155
# SOURCE PREFIX PATHS
# IGSR:HGSVC2: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC2'
# IGSR:HGSVC3: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3'
# AWS:HPRC: 's3-us-west-2.amazonaws.com/human-pangenomics/index.html?prefix='
SIN	hgsvc_sample_number	phase	sample	family	member	population	supergroup	sex	is_child	verkko_assembly_batch	datatype	remote_collection	accession	join_key	filename	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_length_grt_0bp	total_num_grt_0bp	subfolder	remote_path	igsr_folder_exists	igsr_file_exists	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_100kbp	total_num_grt_1Mbp
SIN:02587	13	Yr1,Yr3	HG02587	GB24	daughter	GWD	AFR	female	True	1	ont	unknown	unknown	5c79efd5ffe480bd2a99ccb5c5bcb51f	20221025_HG02587_UL_eee-prom1-1B-PAM76612_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	6.6	168542	192503	19939412484	206036	20230501_HGSVC_UL_ONT-UW/HG02587	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	yes	yes	5.0	209130	236371	76490	0
SIN:02587	13	Yr1,Yr3	HG02587	GB24	daughter	GWD	AFR	female	True	1	ont	unknown	unknown	5c79efd5ffe480bd2a99ccb5c5bcb51f	20230207_HG02587_UL_eee-prom1-3B-PAG84362_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.3	120440	149064	21997141382	753623	20230501_HGSVC_UL_ONT-UW/HG02587	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	yes	yes	4.3	178164	215234	74113	56
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	hifi	unknown	unknown	4537085e54c2d7bbf31c2ab9774139d7	m64076_220222_003816.hifi_reads.fastq.gz	10.6	21149	22161	31838855194	1524912	20230512_HGSVC_EEE_HIFI/HG01114	IGSR:HGSVC3:/working/20230512_HGSVC_EEE_HIFI/HG01114	yes	no	0.0	0	0	0	0
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	hifi	unknown	unknown	4537085e54c2d7bbf31c2ab9774139d7	m64076_220227_232002.hifi_reads.fastq.gz	12.2	21244	22274	36723948151	1751118	20230512_HGSVC_EEE_HIFI/HG01114	IGSR:HGSVC3:/working/20230512_HGSVC_EEE_HIFI/HG01114	yes	no	0.0	0	0	0	0
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	hifi	unknown	unknown	4537085e54c2d7bbf31c2ab9774139d7	m64076_220301_101421.hifi_reads.fastq.gz	12.9	21175	22233	38831043735	1856236	20230512_HGSVC_EEE_HIFI/HG01114	IGSR:HGSVC3:/working/20230512_HGSVC_EEE_HIFI/HG01114	yes	no	0.0	0	0	0	0
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221025_HG01114_UL_eee-prom1-1C-PAM78971_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	5.0	133724	160001	14890030400	254407	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	3.2	190849	219144	51918	0
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221101_HG01114_UL_eee-prom1-1B-PAM79352_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8.4	153192	180523	25117663857	393893	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	5.8	204684	234644	90636	3
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221102_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	5.6	136256	160799	16815600495	237240	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	3.7	188240	215003	60863	3
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221103_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1.0	127943	150128	2852687953	40590	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	0.6	179364	205050	10206	0
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221108_HG01114_UL_eee-prom1-3A-PAM79079_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.1	106445	124479	21330370090	640387	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	3.8	163517	183919	70481	0
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221130_HG01114_UL_eee-prom1-2B-PAG69678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	15.1	156513	188509	45350910793	614447	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	10.5	211497	245777	159727	7
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221206_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.3	150098	184329	21795685593	309901	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	4.9	210076	246356	74764	2
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	36c418708728b93b30ba55a1c7635d0b	20221207_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	6.9	142618	169449	20612567178	279530	20230501_HGSVC_UL_ONT-UW/HG01114	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	yes	yes	4.6	196381	225775	73373	2
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	hifi	unknown	unknown	d5cf9822e7cf37e3e1e99567fe8d63ce	m54329U_220125_004416.hifi_reads.fastq.gz	12.9	20019	20907	38585635618	1946745	20220418_UW_HiFi/HG02018	IGSR:HGSVC3:/working/20220418_UW_HiFi/HG02018	yes	no	0.0	0	0	0	0
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	hifi	unknown	unknown	d5cf9822e7cf37e3e1e99567fe8d63ce	m54329U_220128_015221.hifi_reads.fastq.gz	11.5	19895	20774	34555179108	1752787	20220418_UW_HiFi/HG02018	IGSR:HGSVC3:/working/20220418_UW_HiFi/HG02018	yes	no	0.0	0	0	0	0
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	hifi	unknown	unknown	d5cf9822e7cf37e3e1e99567fe8d63ce	m54329U_220129_124757.hifi_reads.fastq.gz	13.0	19896	20779	38867231386	1971964	20220418_UW_HiFi/HG02018	IGSR:HGSVC3:/working/20220418_UW_HiFi/HG02018	yes	no	0.0	0	0	0	0
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221025_HG02018_UL_eee-prom1-1D-PAM78083_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.5	167741	193443	22400589577	264313	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	5.5	210597	240364	84201	3
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221101_HG02018_UL_eee-prom1-1G-PAM79302_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.0	172262	207901	20952166151	284590	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	5.1	228049	264781	72973	6
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221102_HG02018_UL_eee-prom1-3H-PAM78744_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	9.0	164099	193433	27032171888	364624	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	6.5	215316	247143	97049	2
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221108_HG02018_UL_eee-prom1-3B-PAM64235_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4.3	180881	207026	12843208646	173097	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	3.3	222738	252326	47921	0
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221130_HG02018_UL_eee-prom1-2C-PAM77931_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	6.2	119921	138152	18597276701	387342	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	3.6	175541	196164	64170	0
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221206_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.1	105811	121556	21386509866	464626	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	3.8	160578	178588	71473	1
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20221207_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4.0	98920	114132	12052805968	251939	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	2.0	155200	172779	38416	0
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	74eb18046c6bccb3d025d53163fb34a8	20230210_HG02018_UL_eee-prom1-3B-PAG76493_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	5.6	98776	131289	16732235862	527482	20230501_HGSVC_UL_ONT-UW/HG02018	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	yes	yes	2.8	169724	212603	48697	24
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	hifi	unknown	unknown	efb9eea7cbce9323af6079dbed1b9ed2	m64076_220125_004322.hifi_reads.fastq.gz	11.9	21438	22423	35621634302	1694190	20220418_UW_HiFi/NA19036	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19036	yes	no	0.0	0	0	0	0
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	hifi	unknown	unknown	efb9eea7cbce9323af6079dbed1b9ed2	m64076_220129_125006.hifi_reads.fastq.gz	12.0	21638	22612	36105949125	1705009	20220418_UW_HiFi/NA19036	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19036	yes	no	0.0	0	0	0	0
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	hifi	unknown	unknown	efb9eea7cbce9323af6079dbed1b9ed2	m64076_220130_234407.hifi_reads.fastq.gz	12.0	21739	22711	36094508856	1696650	20220418_UW_HiFi/NA19036	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19036	yes	no	0.0	0	0	0	0
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	e0a6fd959e3c04287651b0ad96535fef	20221101_NA19036_UL_eee-prom1-1F-PAM77935_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	10.3	156709	186394	30802217900	390153	20230501_HGSVC_UL_ONT-UW/NA19036	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	yes	yes	7.2	208301	240447	111027	7
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	e0a6fd959e3c04287651b0ad96535fef	20221108_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	9.4	142847	169787	28336914230	394107	20230501_HGSVC_UL_ONT-UW/NA19036	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	yes	yes	6.3	193271	224221	102964	23
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	e0a6fd959e3c04287651b0ad96535fef	20221110_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2.8	132969	154569	8266456889	121476	20230501_HGSVC_UL_ONT-UW/NA19036	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	yes	yes	1.8	183004	207159	30283	0
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	e0a6fd959e3c04287651b0ad96535fef	20221115_NA19036_UL_eee-prom1-2B-PAM78537_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8.3	129015	155474	25000897923	570714	20230501_HGSVC_UL_ONT-UW/NA19036	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	yes	yes	5.1	188415	217670	85234	10
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	e0a6fd959e3c04287651b0ad96535fef	20221130_NA19036_UL_eee-prom1-2D-PAG70076_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	11.5	165461	189992	34423769022	424795	20230501_HGSVC_UL_ONT-UW/NA19036	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	yes	yes	8.3	211159	239188	127208	7
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	e0a6fd959e3c04287651b0ad96535fef	20230210_NA19036_UL_eee-prom1-3C-PAG85559_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	3.7	78021	107002	11103343020	417181	20230501_HGSVC_UL_ONT-UW/NA19036	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	yes	yes	1.4	160328	198329	26575	6
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	hifi	unknown	unknown	7c9bdeceb192844ff772c6613ffd64cd	m64076_220122_011847.hifi_reads.fastq.gz	12.9	19178	19968	38701725169	2045675	20220418_UW_HiFi/NA12329	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA12329	yes	no	0.0	0	0	0	0
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	hifi	unknown	unknown	7c9bdeceb192844ff772c6613ffd64cd	m64076_220126_113534.hifi_reads.fastq.gz	12.2	19083	19886	36453442521	1934611	20220418_UW_HiFi/NA12329	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA12329	yes	no	0.0	0	0	0	0
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	hifi	unknown	unknown	7c9bdeceb192844ff772c6613ffd64cd	m64076_220128_015732.hifi_reads.fastq.gz	12.9	19230	20026	38749876643	2043642	20220418_UW_HiFi/NA12329	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA12329	yes	no	0.0	0	0	0	0
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20221213_GM12329_UL_eee-prom1-2C-PAG67658_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	5.5	143343	174573	16554135105	179879	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	3.8	188823	224223	62781	4
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20221214_GM12329_UL_eee-prom1-2C-PAG67658_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	3.3	119317	143905	9775812901	135684	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	2.0	170494	200030	34621	1
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20221214_GM12329_UL_eee-prom1-2F-PAK34773_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1.4	119131	149845	4128814866	59691	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	0.8	176290	210851	14232	0
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20221220_GM12329_UL_eee-prom1-2D-PAG67852_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	12.1	153962	179941	36168601347	407198	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	8.6	197229	227000	137984	1
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20221228_GM12329_UL_eee-prom1-2B-PAG68635_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.3	201705	230405	21890696955	205351	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	5.9	239350	271352	81434	8
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20230627_GM12329_UL_eee-prom1-2C-PAM99144_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	11.8	102042	129229	35285788147	691617	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	6.0	171651	201258	106280	3
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	f9d244ec43aacca5d01d2cd755f16a03	20230627_GM12329_UL_eee-prom1-2D-PAM99130_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	9.7	138316	159625	29204962115	389780	20230905_HGSVC_EEE_UL_ONT/NA12329	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	yes	yes	6.5	183775	208838	110215	0
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	hifi	20220831_JAX_HiFi	PRJEB58376	114af1df2ed100a35bb8c4e926e6e5cd	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	14.0	18711	19591	41862702544	2288533	20220831_JAX_HiFi/HG02011	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	yes	no	0.0	0	0	0	0
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	hifi	20220831_JAX_HiFi	PRJEB58376	114af1df2ed100a35bb8c4e926e6e5cd	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	12.8	17370	18264	38400859840	2266129	20220831_JAX_HiFi/HG02011	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	yes	no	0.0	0	0	0	0
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	hifi	20220831_JAX_HiFi	PRJEB58376	114af1df2ed100a35bb8c4e926e6e5cd	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	13.6	17458	18420	40664209125	2388311	20220831_JAX_HiFi/HG02011	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	yes	no	0.0	0	0	0	0
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	ont	20211013_ONT_Rebasecalled	PRJEB58376	e93016ef44f2ffb431e0afbe90039d87	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	20.5	154075	182118	61543667300	869956	20211013_ONT_Rebasecalled/HG02011	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	yes	yes	14.2	207863	238299	218518	3
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	ont	20211013_ONT_Rebasecalled	PRJEB58376	e93016ef44f2ffb431e0afbe90039d87	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	6.4	59683	100022	19330425214	706268	20211013_ONT_Rebasecalled/HG02011	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	yes	yes	2.2	181187	216155	37130	0
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	ont	20211013_ONT_Rebasecalled	PRJEB58376	e93016ef44f2ffb431e0afbe90039d87	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8.4	89079	113727	25130098667	562441	20211013_ONT_Rebasecalled/HG02011	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	yes	yes	3.7	161426	190179	69048	0
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	ont	20211013_ONT_Rebasecalled	PRJEB58376	e93016ef44f2ffb431e0afbe90039d87	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	24.5	115724	135261	73574056414	1210385	20211013_ONT_Rebasecalled/HG02011	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	yes	yes	14.1	169850	191905	254600	0
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	hifi	unknown	unknown	217bec1e96cfb6590442c97dc8b10d0c	m54329U_220211_113834.hifi_reads.fastq.gz	12.8	20267	21106	38474205113	1925591	20220418_UW_HiFi/NA19983	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	yes	no	0.0	0	0	0	0
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	hifi	unknown	unknown	217bec1e96cfb6590442c97dc8b10d0c	m54329U_220219_025145.hifi_reads.fastq.gz	14.2	20196	21041	42581285149	2137110	20220418_UW_HiFi/NA19983	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	yes	no	0.0	0	0	0	0
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	hifi	unknown	unknown	217bec1e96cfb6590442c97dc8b10d0c	m64076_220217_122931.hifi_reads.fastq.gz	13.9	20636	21429	41718404002	2057021	20220418_UW_HiFi/NA19983	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	yes	no	0.0	0	0	0	0
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	6d6b1dc6328b686424603f8aa9b043da	20230131_NA19983_UL_eee-prom1-2G-PAG79639_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8.0	167899	190992	24025346945	272207	20230501_HGSVC_UL_ONT-UW/NA19983	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	yes	yes	6.0	208925	236067	91483	2
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	6d6b1dc6328b686424603f8aa9b043da	20230131_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4.5	164343	193721	13497976621	164364	20230501_HGSVC_UL_ONT-UW/NA19983	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	yes	yes	3.2	213555	246398	48807	4
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	6d6b1dc6328b686424603f8aa9b043da	20230201_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4.2	170529	195920	12516831198	132578	20230501_HGSVC_UL_ONT-UW/NA19983	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	yes	yes	3.1	212512	241145	47446	1
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	6d6b1dc6328b686424603f8aa9b043da	20230202_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2.3	138952	164061	6865933733	94001	20230501_HGSVC_UL_ONT-UW/NA19983	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	yes	yes	1.5	190311	218410	24890	0
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	6d6b1dc6328b686424603f8aa9b043da	20230207_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.4	117966	149199	22125796379	435795	20230501_HGSVC_UL_ONT-UW/NA19983	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	yes	yes	4.2	194677	224240	67701	3
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	6d6b1dc6328b686424603f8aa9b043da	20230208_NA19983_UL_eee-prom1-2F-PAG84371_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7.9	125667	147580	23820680131	398111	20230501_HGSVC_UL_ONT-UW/NA19983	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	yes	yes	4.9	179329	203525	84431	1
