# AUTOGEN TABLE - DO NOT EDIT
# 20230822T1551
# Samples in batch: 39
sample	read_type	source	statistic	value	rel_path	batch_number
HG01457	hifi	JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	8.0	20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	length_N50_grt_0bp	18292.0	20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	total_length_grt_0bp	30621678248.0	20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	total_length_grt_15kbp	23953549465.0	20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	total_num_grt_0bp	1694345.0	20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	total_num_grt_15kbp	1198314.0	20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	9.3	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	5.8	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	length_N50_grt_0bp	16211.0	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	total_length_grt_0bp	27831909828.0	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	total_length_grt_15kbp	17421326207.0	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	total_num_grt_0bp	1707178.0	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	total_num_grt_15kbp	919663.0	20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.7	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	3.7	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	length_N50_grt_0bp	15456.0	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	total_length_grt_0bp	20161246105.0	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	total_length_grt_15kbp	11214651093.0	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	total_num_grt_0bp	1288139.0	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	total_num_grt_15kbp	610744.0	20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.4	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	8.3	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	length_N50_grt_0bp	16099.0	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	total_length_grt_0bp	40287946996.0	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	total_length_grt_15kbp	24794772572.0	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	total_num_grt_0bp	2483063.0	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	total_num_grt_15kbp	1309068.0	20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	1
HG01457	hifi	all	cov_xfold_grt_0bp_at_3Gbp	60.7	full_dataset	1
HG01457	hifi	all	cov_xfold_grt_15kbp_at_3Gbp	39.2	full_dataset	1
HG01457	hifi	all	length_N50_grt_0bp	16449.0	full_dataset	1
HG01457	hifi	all	total_length_grt_0bp	182036073406.0	full_dataset	1
HG01457	hifi	all	total_length_grt_15kbp	117675649777.0	full_dataset	1
HG01457	hifi	all	total_num_grt_0bp	11015685.0	full_dataset	1
HG01457	hifi	all	total_num_grt_15kbp	6156426.0	full_dataset	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	31.8	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	21.3	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	142889.0	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	191013.0	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	95421232427.0	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	63918286966.0	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1407800.0	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	351393.0	20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	23.8	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	18.4	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	196303.0	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	242229.0	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	71292115911.0	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	55053639387.0	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	958941.0	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	252130.0	20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01457	ont	all	cov_xfold_grt_0bp_at_3Gbp	55.6	full_dataset	1
HG01457	ont	all	cov_xfold_grt_100kbp_at_3Gbp	39.7	full_dataset	1
HG01457	ont	all	length_N50_grt_0bp	162157.0	full_dataset	1
HG01457	ont	all	length_N50_grt_100kbp	210780.0	full_dataset	1
HG01457	ont	all	total_length_grt_0bp	166713348338.0	full_dataset	1
HG01457	ont	all	total_length_grt_100kbp	118971926353.0	full_dataset	1
HG01457	ont	all	total_num_grt_0bp	2366741.0	full_dataset	1
HG01457	ont	all	total_num_grt_100kbp	603523.0	full_dataset	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	9.6	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	5.3	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	length_N50_grt_0bp	15607.0	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	total_length_grt_0bp	28779311333.0	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	total_length_grt_15kbp	15911728459.0	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	total_num_grt_0bp	1900837.0	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	total_num_grt_15kbp	831415.0	20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.1	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	7.9	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	length_N50_grt_0bp	16190.0	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	total_length_grt_0bp	39435278163.0	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	total_length_grt_15kbp	23577601803.0	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	total_num_grt_0bp	2505090.0	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	total_num_grt_15kbp	1207068.0	20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.0	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	8.5	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	length_N50_grt_0bp	16835.0	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	total_length_grt_0bp	38945895965.0	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	total_length_grt_15kbp	25551077563.0	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	total_num_grt_0bp	2347805.0	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	total_num_grt_15kbp	1302671.0	20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	1
HG01505	hifi	all	cov_xfold_grt_0bp_at_3Gbp	35.7	full_dataset	1
HG01505	hifi	all	cov_xfold_grt_15kbp_at_3Gbp	21.7	full_dataset	1
HG01505	hifi	all	length_N50_grt_0bp	16268.0	full_dataset	1
HG01505	hifi	all	total_length_grt_0bp	107160485461.0	full_dataset	1
HG01505	hifi	all	total_length_grt_15kbp	65040407825.0	full_dataset	1
HG01505	hifi	all	total_num_grt_0bp	6753732.0	full_dataset	1
HG01505	hifi	all	total_num_grt_15kbp	3341154.0	full_dataset	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	30.5	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	20.7	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	147572.0	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	199261.0	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	91540711392.0	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	61974938726.0	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1464684.0	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	328053.0	20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	10.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	6.4	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	135950.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	188226.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	29921074880.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	19285977516.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	537977.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	106914.0	20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.4	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	4.5	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	151006.0	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	194496.0	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	19177244354.0	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	13442518976.0	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	241587.0	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	72619.0	20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	5.5	20211013_ONT_Rebasecalled/HG01505/20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	3.6	20211013_ONT_Rebasecalled/HG01505/20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	138501.0	20211013_ONT_Rebasecalled/HG01505/20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	189946.0	20211013_ONT_Rebasecalled/HG01505/20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG01505	ont	20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	16455368476.0	20211013_ONT_Rebasecalled/HG01505/20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
