# AUTOGEN TABLE - DO NOT EDIT
# 20230822T1551
# Samples in batch: 39
sample	read_type	source	statistic	value	rel_path	batch_number
HG02953	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	170210.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	5634913892.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	3095113628.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	147386.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	18652.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	2.6	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	1.1	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	86545.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	171906.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	7859913591.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	3425994937.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	314296.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	19967.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	0.5	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	0.2	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	77122.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	157236.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	1373908962.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	529862991.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	59927.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	3309.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	0.2	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	0.1	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	72362.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	151738.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	538135197.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	186634593.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	20941.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	1202.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	19.7	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	10.6	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	107938.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	172269.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	59173064077.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	31854220093.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1137600.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	188036.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.5	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	8.4	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	133958.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	201322.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	40394536418.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	25283646096.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	742616.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	132382.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.2	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	5.5	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	82450.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	164735.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	39549900671.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	16442185269.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1866829.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	99613.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	8.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	3.8	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	95870.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	170966.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	23889763999.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	11505633471.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1076238.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	67604.0	20230501_HGSVC_UL_ONT-UW/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1
HG02953	ont	all	cov_xfold_grt_0bp_at_3Gbp	59.8	full_dataset	1
HG02953	ont	all	cov_xfold_grt_100kbp_at_3Gbp	31.0	full_dataset	1
HG02953	ont	all	length_N50_grt_0bp	103972.0	full_dataset	1
HG02953	ont	all	length_N50_grt_100kbp	177032.0	full_dataset	1
HG02953	ont	all	total_length_grt_0bp	179430796979.0	full_dataset	1
HG02953	ont	all	total_length_grt_100kbp	92892788356.0	full_dataset	1
HG02953	ont	all	total_num_grt_0bp	5388564.0	full_dataset	1
HG02953	ont	all	total_num_grt_100kbp	534176.0	full_dataset	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	7.5	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	4.8	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	length_N50_grt_0bp	16945.0	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	total_length_grt_0bp	22483235467.0	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	total_length_grt_15kbp	14427213917.0	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	total_num_grt_0bp	1366696.0	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	total_num_grt_15kbp	714685.0	20220831_JAX_HiFi/HG03248/m64039_210628_130740/JAX_HiFi_HG03248_m64039_210628_130740.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	8.3	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	6.6	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	length_N50_grt_0bp	18589.0	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	total_length_grt_0bp	25040464638.0	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	total_length_grt_15kbp	19653367239.0	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	total_num_grt_0bp	1361285.0	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	total_num_grt_15kbp	959823.0	20220831_JAX_HiFi/HG03248/m64039_210710_005846/JAX_HiFi_HG03248_m64039_210710_005846.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	7.8	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	6.0	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	length_N50_grt_0bp	18179.0	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	total_length_grt_0bp	23334090071.0	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	total_length_grt_15kbp	17887681745.0	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	total_num_grt_0bp	1293766.0	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	total_num_grt_15kbp	887002.0	20220831_JAX_HiFi/HG03248/m64119_210613_003658/JAX_HiFi_HG03248_m64119_210613_003658.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	8.1	20220831_JAX_HiFi/HG03248/m64119_210618_180607/JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	5.8	20220831_JAX_HiFi/HG03248/m64119_210618_180607/JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	length_N50_grt_0bp	18159.0	20220831_JAX_HiFi/HG03248/m64119_210618_180607/JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	total_length_grt_0bp	24223359004.0	20220831_JAX_HiFi/HG03248/m64119_210618_180607/JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	1
HG03248	hifi	JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	total_length_grt_15kbp	17351900243.0	20220831_JAX_HiFi/HG03248/m64119_210618_180607/JAX_HiFi_HG03248_m64119_210618_180607.fastq.gz	1
