sample	datatype	file_name	remote_path	accession
HG01352	ont	HG01352_20210819_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01352	unknown
HG01352	ont	HG01352_20210817_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01352	unknown
HG01352	ont	HG01352_20210817_UL_eee-prom1-1A-PAH35732_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01352	unknown
HG01352	ont	HG01352_20210805_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01352	unknown
HG01352	ont	HG01352_20210804_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01352	unknown
HG01352	ont	HG01352_20210803_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01352	unknown
HG02059	hifi	m64076_200823_041159.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown
HG02059	hifi	m64076_200821_215706.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown
HG02059	hifi	m64076_200818_185305.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown
HG02059	hifi	m54329U_210505_001822.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown
HG02059	hifi	m54329U_210430_224654.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown
HG02059	ont	HG02059_20211109_UL_eee-prom1-1B-PAI18586_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20211104_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20211103_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20211103_UL_eee-prom1-1B-PAI18840-2_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20211102_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20211102-2_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20210922_UL_eee-prom1-2A-PAH80144_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20210913_UL_eee-prom1-1A-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20210908_UL_eee-prom1-2F-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20210819_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20210817_UL_eee-prom1-1D-PAH40455_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
HG02059	ont	HG02059_20210817_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown
NA19434	hifi	EDEVI_20220125_S64049_PL100216561-3_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19434	unknown
NA19434	hifi	EDEVI_20220125_S64049_PL100216561-3_A01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19434	unknown
NA19434	hifi	EDEVI_20211130_S64049_PL100216561-1_D01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19434	unknown
NA19434	hifi	EDEVI_20211130_S64049_PL100216561-1_C01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19434	unknown
NA19434	hifi	EDEVI_20210820_S64049_PL100192554-1_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19434	unknown
NA19836	hifi	EDEVI_20211122_S64018_PL100179097A-2_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19836	unknown
NA19836	hifi	EDEVI_20211103_S64018_PL100179097A-2_D01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19836	unknown
NA19836	hifi	EDEVI_20211001_S64018_PL100179097A-1_C01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19836	unknown
NA19836	hifi	EDEVI_20210902_S64049_PL100193594-1_F01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/GM19836	unknown
NA20355	hifi	m64076_201004_002419.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown
NA20355	hifi	m64076_201002_180938.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown
NA20355	hifi	m64076_200930_195351.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown
NA20355	hifi	m54329U_210220_055130.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown
NA20355	hifi	m54329U_210124_022104.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown
NA20355	ont	GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA20355	ont	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown
NA19129	hifi	m64076_210423_190653.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m64076_201026_210420.ccs	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m64076_201025_005549.ccs	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m64076_201023_184120.ccs	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m54329U_210516_043155-bc1022_BAK8B_OA.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m54329U_210507_224951-bc1022_BAK8B_OA.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m54329U_210223_194607.ccs	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	hifi	m54329U_201021_182400.ccs	IGSR:HGSVC3:/working/20220418_UW_HiFi/GM19129	unknown
NA19129	ont	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
NA19129	ont	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
NA19129	ont	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
NA19129	ont	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
NA19129	ont	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
NA19129	ont	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
NA19129	ont	GM19129_20210915_UL_eee-prom1-3D-PAH94870_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown
HG02769	hifi	m54329U_210221_195419.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown
HG02769	hifi	m54329U_210127_001445.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown
HG02769	hifi	m54329U_210125_180102.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown
HG02769	hifi	m54329U_210122_200631.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown
HG02769	ont	HG02769_20220118_UL_eee-prom1-2A-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20220104_UL_eee-prom1-1A-PAK51816_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211227_UL_eee-prom1-3A-PAJ09630_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211220_UL_eee-prom1-1H-PAJ08316_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211208_UL_eee-prom1-1F-PAI74941_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211202_UL_eee-prom1-1F-PAI20069_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211201_UL_eee-prom1-1F-PAI20069_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211130_UL_eee-prom1-1B-PAI20069_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211117_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211117_UL_eee-prom1-3A-PAI18834-2_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211116_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211104_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211103_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211102_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20211102_UL_eee-prom1-1C-PAI18970-2_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210922_UL_eee-prom1-2C-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210915_UL_eee-prom1-3B-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210902_UL_eee-prom1-3H-PAH34317_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210901_UL_eee-prom1-3F-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210901_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210901_UL_eee-prom1-2B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210831_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210826_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	HG02769_20210825_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG02769	ont	20220315_HG02769_UL_eee-prom1-2F-PAK03888_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown
HG03452	hifi	m64076_210201_082658.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG03452	unknown
HG03452	hifi	m64076_210131_015832.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG03452	unknown
HG03452	hifi	m64076_210126_175628.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG03452	unknown
HG03452	ont	HG03452_20211202_UL_eee-prom1-1H-PAI20041_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20211130_UL_eee-prom1-1H-PAI20041_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20211019_UL_eee-prom1-3B-PAI05201_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20211006_UL_eee-prom1-3D-PAI05003_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20210928_UL_eee-prom1-3F-PAH79890_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20210915_UL_eee-prom1-3C-PAH79890_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20210913_UL_eee-prom1-1C-PAH74171_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20210913_UL_eee-prom1-1B-PAH61824_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20210908_UL_eee-prom1-2H-PAH74171_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03452	ont	HG03452_20210908_UL_eee-prom1-2G-PAH61824_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG03452	unknown
HG03520	hifi	EDEVI_20211019_S64049_PL100194881-1_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG03520	unknown
HG03520	hifi	EDEVI_20210924_S64018_PL100194882-1_C01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG03520	unknown
HG03520	hifi	EDEVI_20210924_S64018_PL100194882-1_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG03520	unknown
HG03520	hifi	EDEVI_20210603_S64018_PL100170205A-3_A01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG03520	unknown
HG03520	hifi	EDEVI_20210427_S64018_PL100170205A-1_A01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG03520	unknown
HG03520	hifi	EDEVI_20210402_S64049_PL100170205-1_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG03520	unknown
HG02282	hifi	EDEVI_20211019_S64049_PL100194356-2_A01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG02282	unknown
HG02282	hifi	EDEVI_20210907_S64018_PL100194356-1_D01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG02282	unknown
HG02282	hifi	EDEVI_20210412_S64018_PL100170204-3_C01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG02282	unknown
HG02282	hifi	EDEVI_20210412_S64018_PL100170204-3_B01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG02282	unknown
HG02282	hifi	EDEVI_20210402_S64049_PL100170204-1_C01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG02282	unknown
HG02282	hifi	EDEVI_20210402_S64049_PL100170204-1_A01.ccs	IGSR:HGSVC3:/working/20211207_UMIGS_HiFi/HG02282	unknown
HG02554	ont	HG02554_20211207_UL_eee-prom1-1E-PAI55647_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20211202_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20211130_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20211117_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20211117_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20211116_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20211116_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20210825_UL_eee-prom1-2B-PAH61790_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20210713_UL_eee-prom1-2A-PAH12704_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02554	ont	HG02554_20210615_UL_eee-prom1-1E-PAG74634_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114
HG02953	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
HG02953	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02953	PRJNA988114
NA21487	hifi	m64076_210409_201438.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown
NA21487	hifi	m64076_210325_045024.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown
